,Trip_Pickup_DateTime,Passenger_Count
688,2009-01-10 21:15:00,3.0
689,2009-01-17 13:21:37,2.0
690,2009-01-11 00:39:00,6.0
691,2009-01-09 20:29:00,3.0
692,2009-01-10 20:00:00,3.0
693,2009-01-10 21:10:00,1.0
694,2009-01-04 11:01:53,1.0
695,2009-01-10 18:34:00,1.0
696,2009-01-10 23:26:00,1.0
697,2009-01-05 07:24:04,1.0
698,2009-01-08 19:26:00,4.0
699,2009-01-08 21:29:00,2.0
700,2009-01-10 16:26:00,1.0
701,2009-01-10 21:58:00,2.0
702,2009-01-10 16:37:00,2.0
703,2009-01-11 00:22:00,1.0
704,2009-01-10 18:00:00,1.0
705,2009-01-16 22:56:23,4.0
706,2009-01-10 00:29:00,5.0
707,2009-01-08 19:49:00,1.0
708,2009-01-05 14:00:11,3.0
709,2009-01-10 00:11:00,1.0
710,2009-01-11 00:38:00,5.0
711,2009-01-11 02:31:00,1.0
712,2009-01-10 21:44:00,1.0
713,2009-01-17 02:03:21,4.0
714,2009-01-17 14:57:20,1.0
715,2009-01-10 23:59:00,1.0
716,2009-01-10 21:22:00,2.0
717,2009-01-17 10:24:53,1.0
718,2009-01-10 22:36:00,1.0
719,2009-01-11 02:10:00,1.0
720,2009-01-11 15:45:00,1.0
721,2009-01-17 10:36:23,2.0
722,2009-01-10 22:33:00,2.0
723,2009-01-10 18:28:00,1.0
724,2009-01-11 11:23:00,5.0
725,2009-01-11 02:38:00,1.0
726,2009-01-11 02:45:00,3.0
727,2009-01-08 14:19:00,5.0
728,2009-01-16 23:08:58,1.0
